10,15,20,30,40,50_old,100,50
1856307,1917477,1876214,1863233,1848430,1869088,1859246,1821468
1856307,1897560,1860377,1863233,1845071,1869088,1855697,1821468
1815794,1848129,1817102,1863233,1834364,1800774,1804407,1821468
1815794,1848129,1805439,1841140,1777524,1800774,1790299,1820968
1807656,1848129,1795226,1837170,1758926,1781109,1774727,1806656
1795439,1848129,1792896,1837170,1754287,1781109,1774727,1793181
1779186,1830555,1768916,1776153,1754287,1781109,1766166,1793181
1765242,1822187,1750248,1764869,1748402,1781109,1746016,1788752
1765242,1822187,1750248,1739541,1748402,1781109,1731727,1770226
1765242,1822187,1750248,1738077,1742280,1773000,1731727,1750945
1752085,1820412,1745992,1738077,1735014,1753106,1731727,1691633
1748598,1802181,1721170,1731669,1734407,1742403,1712176,1684492
1743866,1769927,1721170,1707430,1728324,1728230,1710500,1684492
1737082,1769927,1712683,1707430,1728324,1715064,1698345,1684492
1735585,1769927,1707602,1705698,1724489,1715064,1689332,1681899
1735585,1769927,1707602,1683319,1712630,1706905,1689332,1681058
1729311,1769894,1704996,1683319,1700440,1706905,1688162,1657488
1729311,1761164,1704996,1683319,1700440,1706905,1654167,1648560
1716316,1748263,1691643,1677044,1696035,1689730,1654167,1646482
1716316,1737619,1691643,1677044,1693122,1689730,1637926,1646482
1716316,1736357,1689314,1670956,1671555,1687908,1624427,1620096
1711971,1725978,1689314,1666620,1667192,1672855,1601963,1620096
1711971,1725978,1686065,1665545,1667192,1672855,1581789,1604133
1705623,1725978,1686065,1657222,1662253,1668317,1581789,1604133
1705623,1717834,1681615,1650879,1659477,1662743,1581789,1593560
1696985,1705230,1681615,1650879,1656892,1657041,1579728,1593560
1695819,1705230,1681615,1640776,1646072,1647167,1575302,1584513
1693612,1701164,1681615,1640267,1640327,1647167,1575302,1584513
1693612,1701164,1680924,1627742,1640327,1638019,1570083,1584513
1693612,1701164,1680907,1616629,1633484,1638019,1570083,1583387
1693612,1701164,1674291,1612388,1633484,1633821,1561638,1577675
1688757,1691164,1670939,1605402,1626878,1630425,1545783,1573936
1688757,1691164,1669057,1605402,1618676,1614487,1537731,1566579
1684657,1691164,1669057,1590748,1618407,1614487,1520745,1557445
1684657,1689667,1669057,1590748,1610905,1607265,1517447,1557431
1684657,1689017,1663683,1590748,1610905,1597947,1512052,1554854
1680168,1674643,1656268,1583317,1602071,1563887,1497462,1548418
1680168,1673853,1656268,1583317,1588355,1563887,1497369,1548418
1680168,1669562,1650513,1581899,1582745,1563887,1487210,1545704
1677746,1633944,1650513,1578420,1579500,1557101,1478901,1543644
1677746,1633944,1647322,1578420,1579500,1549003,1478901,1534496
1662863,1622986,1644412,1578076,1571642,1541206,1475459,1528560
1660441,1615861,1641620,1577438,1571572,1534151,1450660,1522755
1660441,1615762,1628329,1571064,1561154,1528680,1450660,1519125
1659847,1609193,1628329,1571064,1561154,1528680,1447134,1519125
1659847,1609193,1624764,1568909,1561154,1526517,1447134,1510448
1659847,1608680,1624764,1561839,1555363,1504298,1428378,1492816
1659847,1595473,1619435,1561839,1547069,1485071,1428378,1492816
1658623,1593428,1619435,1561839,1541705,1485071,1422503,1492816
1658623,1583204,1614453,1558330,1541705,1475766,1419097,1490192
1657926,1583204,1614016,1558330,1533976,1468113,1419097,1486326
1653114,1575527,1601762,1550368,1525834,1468113,1405626,1486326
1653114,1574488,1601762,1550368,1523812,1460072,1405488,1483559
1653114,1565334,1586765,1550368,1513066,1457502,1405070,1478729
1653114,1565334,1586765,1549329,1510457,1452692,1392722,1478729
1643885,1565334,1586765,1549329,1510457,1448490,1392549,1478729
1643885,1562189,1586645,1549329,1510457,1440098,1389531,1468623
1643885,1549353,1585085,1546230,1505593,1440098,1378066,1461242
1643474,1545580,1585085,1538056,1498664,1421752,1378066,1461242
1643474,1545580,1584126,1535132,1495351,1421752,1378066,1461242
1643474,1545580,1573416,1535132,1495351,1421752,1378066,1458062
1643474,1545580,1567553,1526100,1484550,1421752,1368884,1441312
1617605,1544365,1562964,1513339,1484227,1410627,1368884,1441312
1617605,1544365,1557497,1511438,1480095,1410627,1368884,1441312
1617605,1540652,1545505,1508554,1456123,1410627,1358162,1426334
1617605,1540652,1544579,1508554,1445939,1410627,1354423,1426153
1612804,1539623,1544579,1508554,1431261,1407451,1344960,1426153
1612600,1539623,1544121,1501959,1431261,1407451,1342951,1422852
1611206,1527194,1542972,1491974,1431261,1407451,1342286,1410152
1611206,1527039,1542972,1491831,1430300,1399110,1329592,1410152
1611206,1520400,1535982,1475401,1430300,1399110,1316840,1407570
1611206,1514552,1535982,1475401,1424760,1398286,1315005,1400002
1603330,1508899,1534598,1475401,1424760,1398286,1287781,1400002
1598589,1508899,1534598,1475401,1417230,1396962,1287781,1394641
1598589,1508899,1534598,1470727,1410047,1396962,1287781,1394641
1598589,1508797,1534598,1464079,1408756,1393569,1279877,1394641
1598589,1506219,1531383,1464079,1402631,1393569,1269081,1394641
1598589,1504803,1531383,1464079,1396566,1393569,1248490,1392910
1598589,1504803,1521783,1457503,1388521,1393569,1248490,1392317
1595343,1504803,1521783,1449572,1387985,1393002,1248490,1372833
1592961,1502536,1519929,1443108,1387985,1392195,1248490,1372833
1583936,1496977,1516714,1440992,1368456,1390146,1246246,1372833
1583936,1496977,1516714,1440992,1368456,1389913,1243243,1371473
1583936,1496759,1516381,1440846,1368456,1386133,1243243,1359119
1583936,1496759,1516381,1425717,1355760,1386133,1239804,1359119
1583936,1490187,1512225,1415249,1355760,1381677,1237433,1355600
1583936,1482725,1512088,1401383,1355760,1381172,1230861,1349679
1583936,1479476,1512088,1401383,1350402,1381076,1230861,1349679
1583936,1477678,1506443,1401383,1350402,1372916,1229785,1348761
1583936,1471056,1503502,1396010,1350402,1372916,1219153,1333329
1583936,1469304,1495773,1396010,1348287,1364471,1207343,1333329
1583936,1469304,1485731,1390967,1348287,1362415,1207343,1331170
1583936,1469304,1485731,1390415,1348287,1362415,1207343,1331170
1581406,1469304,1484150,1376368,1347096,1362415,1205456,1322539
1581406,1467901,1479605,1376368,1341227,1353412,1205456,1322539
1581351,1467901,1478582,1373844,1338203,1348567,1190025,1318963
1581351,1467901,1469114,1373844,1338203,1348046,1190025,1318963
1572027,1465383,1466239,1369155,1335993,1327890,1190025,1314850
1572027,1465383,1461434,1369155,1335308,1327890,1190025,1309657
1572027,1465383,1456284,1369155,1335308,1323665,1190025,1305782
1572027,1462124,1456284,1369155,1335308,1323665,1190025,1297047
1568981,1462124,1456284,1369155,1332860,1320096,1189484,1297047
1551155,1455917,1422312,1369155,1332860,1319150,1189484,1295976
1551155,1455917,1422312,1368657,1326477,1315109,1189484,1295976
1551155,1443286,1422312,1363463,1326477,1315109,1189484,1277543
1551155,1443286,1422312,1363463,1326477,1312186,1189484,1277285
1551155,1443286,1422312,1361649,1325255,1312186,1189484,1277285
1551155,1443286,1422312,1361115,1322358,1312186,1189484,1277285
1551155,1434929,1413407,1354066,1314413,1309212,1189484,1277285
1550661,1434929,1403569,1354066,1311378,1309212,1183467,1273371
1548112,1434929,1403569,1354066,1310683,1309212,1183467,1273371
1547939,1417265,1402922,1354066,1301196,1309212,1183467,1273371
1531311,1417265,1394946,1351076,1301155,1306163,1183467,1273371
1524039,1402343,1394946,1351076,1297991,1303461,1177497,1273371
1524039,1402343,1394254,1351076,1297991,1303461,1175576,1273371
1524039,1402343,1394254,1350358,1297991,1303461,1175576,1273371
1516657,1402343,1385161,1350358,1296600,1300157,1170020,1272339
1516657,1397278,1385161,1348020,1296600,1300157,1170020,1265440
1509528,1397278,1385161,1348020,1296600,1291822,1170020,1265440
1507852,1387768,1385161,1347611,1294451,1291822,1167006,1265440
1495178,1380259,1385161,1346187,1294451,1291822,1167006,1265440
1485103,1380259,1385161,1344478,1290357,1291822,1167006,1265440
1485103,1373682,1376204,1342076,1287834,1291822,1167006,1265440
1485103,1372601,1376204,1335746,1287246,1291822,1167006,1261843
1484281,1372601,1369362,1332595,1284419,1287090,1165444,1255735
1477030,1372601,1369362,1332595,1284419,1286929,1165444,1255735
1477030,1372601,1366904,1332595,1280411,1275099,1163322,1255011
1477030,1370648,1366904,1332595,1279131,1275099,1163322,1255011
1477030,1363413,1366904,1329525,1275639,1272942,1161557,1255011
1477030,1363413,1362812,1329525,1275639,1272942,1161557,1255011
1476060,1363413,1362812,1327642,1272498,1269282,1161557,1247270
1476060,1363413,1357994,1327642,1270746,1268010,1153723,1247270
1472640,1361856,1357994,1326304,1263055,1265391,1153723,1245276
1472640,1361856,1342833,1324572,1263055,1265391,1153723,1245276
1472640,1361856,1341311,1321421,1263055,1260721,1153723,1245276
1463407,1361856,1327254,1321421,1259755,1260089,1149744,1236623
1463407,1361856,1321756,1321421,1258430,1257402,1149744,1236623
1463407,1361496,1321756,1321421,1258430,1257402,1149744,1236623
1463407,1360926,1307275,1318129,1251507,1257402,1144351,1231777
1463407,1360926,1307275,1318129,1242416,1254442,1144351,1228359
1462572,1360276,1307275,1318129,1242416,1252343,1142965,1228359
1462572,1357482,1302686,1318129,1238401,1252343,1141708,1228359
1457015,1357482,1299207,1314924,1234168,1246906,1138931,1228189
1447204,1350394,1299207,1313628,1234168,1245259,1138931,1224269
1447204,1350394,1299207,1313628,1230695,1245259,1129070,1224269
1447204,1349771,1298269,1312185,1230695,1241207,1119352,1207472
1447204,1349771,1295739,1312185,1229606,1239371,1119352,1207472
1447204,1349771,1294292,1307976,1229208,1239371,1104771,1206706
1445599,1349771,1294292,1307976,1229208,1239371,1101334,1204734
1445599,1349771,1294292,1307976,1217568,1237724,1101334,1204734
1445599,1349465,1291596,1305532,1217568,1237724,1095840,1204734
1445599,1345527,1278862,1301854,1217568,1237724,1093924,1200457
1445599,1345527,1278862,1291628,1217568,1228942,1093924,1200457
1445599,1341401,1277032,1291628,1215212,1228942,1093924,1191744
1445599,1341401,1242920,1291628,1215212,1228942,1092355,1191744
1443948,1332448,1242920,1291628,1213781,1228942,1087411,1191744
