10,15,20,30,40,50_old,100,50
1443948,1332448,1242920,1291628,1207492,1228942,1082846,1191744
1443948,1332448,1242920,1291628,1207492,1227193,1082846,1191744
1443948,1332448,1242920,1291628,1207492,1225011,1082846,1191208
1443948,1327216,1242920,1286606,1207492,1225011,1082846,1185683
1443393,1323520,1242920,1282533,1201059,1215385,1082846,1185683
1443393,1323520,1242920,1282533,1201059,1213163,1078702,1179815
1443393,1320220,1242920,1278118,1201059,1213163,1078702,1179815
1443393,1317904,1242920,1267977,1200030,1212754,1078702,1179099
1443393,1317721,1241683,1267977,1195722,1208642,1076740,1179099
1443393,1316492,1241683,1267977,1195722,1208472,1076740,1179099
1443393,1316492,1240791,1261857,1195722,1206145,1076740,1178179
1429458,1312258,1239596,1251506,1192511,1206145,1076740,1174067
1429458,1311663,1239596,1251506,1192511,1205046,1076740,1174067
1426085,1304462,1238092,1251506,1192511,1201898,1076740,1174067
1426085,1304462,1235717,1248755,1190855,1194407,1076740,1166298
1426085,1304462,1231930,1245173,1188539,1194407,1076740,1166298
1426085,1303507,1229017,1245173,1179500,1192742,1076740,1166298
1426085,1298659,1220488,1245173,1177053,1192742,1075930,1166298
1422492,1298659,1220488,1245173,1176000,1192742,1072198,1166298
1422492,1291392,1218432,1245173,1176000,1191719,1072198,1166298
1419896,1291392,1218432,1245173,1171338,1191129,1069996,1166298
1401729,1291392,1218432,1236828,1171338,1181700,1067253,1166298
1401729,1291392,1218432,1236828,1171338,1181476,1066008,1166298
1401729,1291024,1218432,1236828,1171338,1176684,1066008,1166298
1401729,1288248,1218432,1234440,1169728,1176274,1066008,1166298
1392970,1288248,1218432,1234440,1162982,1174293,1057497,1166013
1392970,1288248,1213508,1234440,1162982,1174293,1057497,1166013
1392970,1288248,1213508,1234440,1162982,1167019,1057497,1166013
1392970,1282055,1210789,1234440,1162982,1162386,1055561,1163295
1392970,1282055,1202514,1233677,1157736,1162386,1055273,1163295
1391294,1278076,1202514,1227405,1157736,1162386,1055273,1159984
1386864,1277542,1202514,1227405,1149129,1162386,1054812,1157984
1386864,1277542,1201927,1223663,1149129,1162386,1054812,1151820
1386864,1277542,1194735,1223663,1149129,1162308,1054532,1151820
1386864,1275990,1192991,1223354,1149129,1162308,1046939,1150239
1386864,1275990,1192991,1218895,1149129,1162308,1046939,1150239
1386864,1275990,1190327,1218586,1147610,1162308,1046939,1150239
1386864,1275990,1190327,1210210,1147610,1162308,1044996,1150239
1382780,1275990,1190327,1210210,1147610,1158878,1044181,1150239
1382780,1275990,1190222,1208613,1147610,1158878,1036329,1147620
1381831,1275990,1186395,1207837,1139402,1158878,1036329,1147620
1379654,1275990,1186395,1204295,1139402,1156381,1036329,1142630
1379654,1275990,1186395,1203599,1136073,1155105,1030987,1142235
1379654,1273504,1185101,1202721,1136073,1155105,1030987,1138158
1379654,1273504,1185101,1201920,1136073,1155033,1029338,1138158
1379654,1271584,1185101,1197394,1136073,1151921,1029338,1134543
1379654,1271584,1185101,1196569,1136073,1151020,1029338,1134543
1379654,1267673,1184791,1196569,1136073,1149318,1015414,1132983
1379654,1267673,1183337,1196569,1136073,1147680,1015414,1132983
1379654,1267673,1183337,1195775,1136073,1146946,1015414,1132983
1379654,1267673,1183337,1195775,1135280,1145871,1014472,1132983
1379654,1267673,1183337,1194897,1133382,1145871,1012026,1132983
1377767,1267673,1183337,1194897,1133382,1145871,1012026,1132543
1377767,1267673,1183337,1194130,1127969,1142600,1010352,1132543
1377767,1267673,1183337,1194130,1127969,1142428,1005152,1132543
1360478,1267673,1183337,1190411,1127969,1142428,1004412,1132543
1360478,1266301,1183337,1190411,1127771,1139144,1003934,1129335
1360478,1266301,1183337,1190411,1125915,1139144,1001966,1129335
1360478,1266301,1183337,1190411,1125915,1139144,1001966,1128895
1352183,1266301,1183337,1189972,1125472,1136123,999393,1128895
1347664,1266301,1180657,1189972,1123917,1136123,999393,1128895
1347664,1266301,1178557,1186662,1123917,1134797,995814,1128895
1343121,1266301,1178557,1183767,1121677,1134797,995814,1126756
1335527,1264339,1178557,1183767,1116897,1134797,995814,1126756
1335527,1264339,1175963,1180457,1116897,1133840,993849,1126756
1335527,1264339,1175608,1180457,1114899,1132104,993849,1124842
1335527,1257740,1175589,1178416,1114899,1126003,993849,1122703
1335527,1257740,1175589,1171957,1114899,1126003,993849,1122703
1332644,1257698,1175589,1171957,1112662,1126003,987730,1121431
1332644,1257698,1171065,1170406,1112662,1126003,987730,1121431
1327615,1257236,1164198,1160365,1106419,1123392,986809,1117886
1325619,1257236,1164198,1160365,1106419,1123154,979555,1116653
1325619,1256454,1164119,1160365,1106419,1119967,979555,1116653
1313352,1248423,1164119,1155015,1106121,1119967,979555,1116653
1313352,1248423,1164119,1148125,1106121,1119967,976613,1116653
1310932,1248423,1159555,1148125,1100909,1119967,976613,1116180
1310932,1248423,1159555,1148125,1100909,1119967,976613,1116180
1303457,1248423,1159555,1148125,1100909,1119967,976613,1112845
1303457,1245103,1152612,1145343,1100909,1113962,969458,1109002
1303449,1245103,1152612,1145343,1100909,1112845,969458,1109002
1302652,1225645,1152612,1144676,1095989,1112845,961263,1106067
1302652,1225645,1152612,1144676,1095989,1106515,961263,1093672
1300682,1225645,1152612,1142863,1087573,1106515,961263,1093672
1292711,1225093,1152612,1142863,1081705,1106515,958918,1093672
1292711,1225093,1152612,1141381,1078050,1100045,949694,1093273
1289841,1216987,1151717,1141381,1078050,1099959,949694,1093273
1289841,1216987,1151717,1141381,1077933,1097000,948590,1093273
1289841,1216987,1142899,1139717,1077933,1096819,948590,1093273
1289841,1215189,1142899,1139717,1073962,1084488,948590,1087054
1287075,1214307,1142899,1137076,1073962,1084488,948590,1087054
1287075,1214307,1142899,1137076,1073962,1084488,948590,1084464
1287075,1212760,1142899,1137076,1069321,1084488,943567,1078878
1286159,1212760,1142899,1137076,1069321,1082198,943567,1078878
1286159,1212760,1142899,1137076,1068810,1079013,943567,1078878
1282973,1212760,1141878,1136077,1068810,1079013,943567,1078878
1282973,1212760,1141878,1132167,1068810,1079013,940701,1078878
1282973,1211533,1141878,1131621,1068810,1075784,940701,1078878
1276609,1211533,1141261,1131621,1064593,1071796,940701,1078830
1276122,1211533,1141261,1131621,1064593,1071027,940701,1078472
1276122,1209225,1141261,1131621,1064593,1069356,940701,1078472
1276122,1209225,1141261,1129183,1060675,1069356,940051,1077090
1276122,1207895,1141261,1129183,1060675,1068196,939248,1069472
1276122,1207895,1141261,1129183,1060119,1066056,933649,1069472
1276122,1207895,1141261,1128290,1060119,1066056,933649,1069472
1271059,1207895,1139993,1128129,1055328,1057685,933649,1063159
1268827,1207895,1139993,1128129,1055328,1057685,933649,1063159
1268827,1207895,1139993,1128129,1055328,1056783,933649,1063159
1264138,1207895,1139993,1127011,1054826,1056783,931990,1059884
1264138,1207895,1139107,1121698,1054826,1056783,931990,1059011
1263433,1207895,1135906,1115917,1047750,1056783,931990,1059011
1263433,1207895,1135906,1115917,1047750,1056783,931990,1059011
1263433,1190006,1135020,1114944,1046732,1056783,931990,1059011
1263433,1190006,1135020,1110457,1046732,1050444,931990,1059011
1263433,1190006,1133659,1110457,1046732,1050328,931990,1059011
1263433,1190006,1133659,1110457,1046732,1050328,931990,1059011
1263288,1190006,1133659,1110457,1044332,1050328,931990,1059011
1263288,1190006,1133659,1109339,1044332,1049608,931990,1059011
1263288,1190006,1130653,1109339,1043759,1048158,931990,1057345
1263288,1188862,1130653,1107752,1043759,1045639,931990,1056844
1261992,1188862,1130653,1106502,1043759,1045639,931414,1055302
1261992,1188862,1130653,1106502,1036839,1045639,931414,1052710
1261992,1188862,1130653,1100257,1036839,1043630,931414,1052710
1261992,1188862,1130653,1100257,1036839,1042932,931414,1052710
1261992,1186134,1126397,1100257,1036839,1037718,931414,1052710
1261992,1186134,1126397,1100257,1036828,1037718,931414,1052710
1261992,1184595,1125551,1099801,1035378,1037718,931414,1052710
1259304,1184595,1122444,1099801,1035378,1035166,931414,1052710
1259304,1184595,1122444,1095129,1035378,1035166,929275,1052710
1259304,1181867,1121129,1095129,1034546,1035166,929275,1052710
1251301,1181867,1120170,1095129,1034546,1030556,928764,1052710
1251301,1178206,1120170,1092306,1033085,1030556,926390,1052710
1249860,1178206,1119419,1092306,1032102,1028058,926390,1048879
1249860,1178206,1119419,1092306,1032102,1022053,926390,1048879
1249860,1178206,1115097,1089759,1027189,1022053,926390,1048879
1249860,1177508,1115097,1089759,1026169,1022053,926390,1048879
1249860,1174439,1115097,1085325,1026169,1022053,926390,1046829
1248700,1174439,1115097,1085325,1026169,1022053,925814,1043857
1248700,1174439,1115097,1085325,1026169,1022053,925814,1043857
1248700,1172335,1115097,1082260,1020158,1022053,918992,1043448
1248700,1172335,1115097,1082260,1020158,1022053,918992,1041807
1248700,1168305,1113431,1082246,1020158,1022053,918992,1038165
1248700,1168305,1113431,1082246,1020158,1020809,918992,1038165
1248700,1168305,1111377,1082246,1019921,1020809,916358,1038165
1248700,1168305,1111377,1077830,1014481,1020809,913863,1036115
1248700,1168230,1111377,1077830,1014481,1020809,913863,1036115
1240715,1167941,1111377,1077830,1014481,1020809,913863,1036115
1240715,1167941,1109327,1077830,1014481,1018461,913858,1034933
1240715,1167941,1107002,1077830,1013373,1009246,913359,1034500
1240715,1156673,1107002,1076202,1013373,1009246,913359,1022340
1240715,1156673,1106775,1076202,1013373,1006603,913359,1016345
1240715,1156673,1104718,1074826,1013373,1005935,912458,1016345
1240715,1145441,1104718,1072854,1013373,1005935,907884,1016345
1240715,1145441,1101818,1066921,1013373,1005266,907884,1016345
1240715,1145441,1097688,1066921,1011841,1002555,907884,1015610
1240715,1145071,1097688,1065383,1008466,996565,906479,1015610
1240715,1145071,1097688,1065383,1006164,996565,906479,1015076
1240715,1145071,1097688,1065331,1006164,991890,905695,1015076
1239918,1141622,1097688,1065331,1006164,991890,905695,1015076
1239514,1141622,1096661,1065331,1004693,989804,903102,1015076
1234399,1141622,1096661,1065282,1002614,989804,903102,1010096
1234399,1141622,1094470,1065282,1002614,989804,902336,1010096
1234399,1141622,1094470,1064551,1002614,989156,902336,1010096
1234399,1141622,1094470,1064551,1002614,988408,902336,1006702
1234399,1141622,1094470,1064551,1002614,986597,901397,1001375
1234399,1141622,1094470,1064551,1001584,983123,901012,1001375
1234399,1141622,1094470,1064204,997410,983123,901012,1001375
1234399,1141622,1094470,1062391,997410,981344,900009,1000807
1234399,1141622,1094236,1062391,997410,976495,899883,1000807
1233363,1141622,1093315,1062391,997410,966049,899246,1000807
1232530,1141622,1093315,1058933,997410,966049,899246,1000041
1232530,1141622,1091356,1058933,997410,962391,899246,1000041
1232530,1134886,1091356,1058933,997410,959698,899246,1000041
1232100,1134886,1091356,1058933,996222,955560,898373,1000041
1231241,1134225,1091356,1058933,996222,955560,898373,1000041
1231241,1134225,1091356,1058933,995883,955560,898066,1000041
1231241,1122087,1091356,1058933,995883,955560,894337,1000041
1231241,1116291,1087564,1058777,995883,955560,888899,1000041
1231241,1116291,1087564,1058777,995883,955560,888899,1000041
1231241,1116291,1086480,1053729,995883,955560,888899,1000041
1231241,1116291,1086480,1050018,995883,955560,888899,997132
1231241,1116291,1085302,1050018,995883,953876,888899,997132
1231241,1116291,1085302,1050018,994467,953876,888899,997132
1231241,1116291,1085302,1050018,992599,952992,888899,997132
1208219,1111267,1085302,1050018,992599,952992,885206,995255
1208219,1111267,1085302,1050018,992289,952992,885206,995255
1208219,1111267,1084799,1047273,992289,952992,885206,995255
1208219,1101123,1084799,1047273,992289,952992,885206,992346
1207603,1101123,1084799,1047273,992289,952992,885206,992346
1207603,1101123,1084799,1047273,992289,951381,885206,991220
1207603,1101123,1084799,1047273,991587,951187,880530,991220
1207603,1101123,1084799,1042604,990141,951187,880170,991220
1207603,1101123,1084799,1042604,990141,951187,880170,991220
1207603,1101123,1084799,1042604,990141,951187,880170,991220
1207603,1101123,1084799,1042604,990141,951187,880170,991220
1204692,1101123,1083746,1041349,987496,951187,880170,991220
1204692,1101123,1083746,1041349,987496,950989,879612,991220
1204692,1101123,1083746,1040244,984369,950989,875410,986589
1204692,1090477,1081569,1039712,984369,950935,875410,986589
1201522,1089049,1081569,1039712,981807,950935,874440,986589
1201522,1087670,1079364,1038283,981807,950935,874440,986095
1191778,1087670,1079364,1038283,981807,950935,871872,986095
1191778,1087670,1079364,1037712,978674,950935,868504,986095
1188863,1087670,1068105,1036496,967262,950298,868504,981917
1188537,1086359,1068105,1036496,967262,950298,868504,981917
1188537,1086359,1055540,1036496,967262,950298,868504,981917
1188537,1085178,1055540,1033852,967262,947060,868504,981917
1188343,1085178,1055540,1033852,966698,947060,868504,981917
1188343,1085178,1055540,1033852,966698,947060,865664,981917
1188343,1085178,1055540,1033852,966698,943877,865078,981917
1188343,1085178,1055540,1033852,966698,943877,863293,970979
1188343,1085178,1053914,1033852,966698,943877,863293,970979
1188343,1084830,1053914,1033852,966698,943877,863293,969759
1188343,1084830,1053914,1033568,966698,943877,860742,969759
1188343,1084830,1053914,1033568,966698,941540,860742,969759
1188343,1084830,1053462,1033568,966698,940169,860742,969759
1188343,1084830,1053462,1033568,963335,940169,860199,969759
1188343,1083966,1041198,1033568,963335,940127,860199,969759
1188343,1083356,1041198,1033453,963335,939623,860199,969759
1188343,1082007,1038150,1030851,963335,938458,860199,969759
1188343,1082007,1037943,1029384,963335,938458,860199,969759
1188343,1082007,1037226,1028502,955381,938458,859812,969759
1188343,1075291,1037226,1028152,955381,938458,859812,969759
1188343,1073509,1037226,1026326,955381,938458,859696,969759
1188343,1073121,1037226,1024013,955381,938458,859280,969759
1188343,1073121,1037226,1024013,953381,938458,858723,969759
1188343,1073121,1034393,1024013,953381,938458,851603,969275
1187423,1073121,1034393,1014290,953055,938458,851603,969275
1187423,1073121,1034393,1013213,953055,938458,851603,969226
1187045,1073121,1026863,1013213,953055,938458,851603,969226
1187045,1073121,1025544,1011364,953055,938458,851603,965871
1184314,1073121,1022536,1011364,953055,938277,851603,965871
1184314,1073121,1019224,1007789,950960,938277,851603,965871
1184314,1073121,1015735,1007789,950960,929872,850705,965387
1183213,1073121,1015735,1007789,948960,929872,850705,965387
1183213,1073121,1015735,1007789,948960,928150,844331,965387
1178155,1073121,1015735,1007789,948830,928150,844331,965387
1178155,1073121,1015735,1007466,948830,928150,844331,965387
1178155,1073121,1015735,1005184,948830,928150,844331,964445
1178155,1073121,1015735,1005184,948681,928150,844331,964445
1178155,1073121,1015092,1005184,948681,928150,844331,964445
1178155,1073121,1015092,1005184,948681,926943,844331,962789
1178155,1073121,1015092,1005052,936542,926943,844331,962789
1178155,1073100,1014391,1004882,936542,926762,844331,962789
1178155,1072471,1014391,1002843,936542,926762,844331,962789
1172761,1072471,1014391,1002843,936542,924945,844331,962789
1172761,1072471,1014391,1002843,936542,924945,843338,961847
1172761,1072423,1014391,999021,932394,924945,832605,961847
1166534,1071647,1014391,999021,932394,924945,832605,961378
1166534,1071647,1011940,999021,932394,924945,832605,961378
1166534,1071570,1011940,999021,932394,924945,832605,961378
1166534,1071570,1010060,999021,932394,924945,832605,961378
1166534,1071570,1010060,998792,932394,924945,832605,961378
1166534,1071570,1010060,993582,931899,924945,832605,961378
1166534,1071570,1010060,993582,930775,924879,832605,961378
1157516,1071570,1006420,993582,929482,924112,832605,961378
1157516,1071570,1006420,993582,929249,924112,831806,961378
1157516,1071570,1006420,993582,927863,924112,831806,961378
1157516,1071570,1006420,993582,927863,924112,831113,961378
1157405,1071570,1006420,988316,927676,924112,831113,961378
1147048,1071570,1006420,988316,927676,922627,828107,952709
1147048,1071570,1006420,988316,924248,922164,828107,952709
1147048,1071570,1006420,988316,924248,922164,825945,952669
1147048,1071570,1006420,988316,922629,922164,823410,948622
1147048,1071570,1006420,988316,922629,922164,823410,948622
1147048,1071570,1005580,988316,921819,922164,822306,948622
1142986,1071570,1005580,988316,921819,917483,822145,948622
1142986,1071570,1004581,988316,921819,916875,818212,948622
1142986,1071570,1004581,987832,921819,916875,818212,948622
1142986,1070649,1004581,987832,915461,916875,816299,948622
1141687,1070649,1004581,986335,915461,914613,816299,948622
1141687,1070649,1004581,984446,911717,914613,816135,947994
1141687,1070649,1001488,984446,910233,914613,814270,947994
1140522,1070649,1001488,984446,910233,914613,814270,947994
1140522,1062109,1001488,984446,910233,914613,814270,947814
1138120,1062109,1001488,982091,907484,914613,814270,947814
1138120,1062109,1001488,982091,907484,912685,813924,944011
1138120,1062109,1001488,977574,907484,906534,813924,944011
1135637,1062109,1001488,977574,907484,906534,813924,944011
1135637,1062109,1001488,975219,907484,904697,813924,944011
1135637,1062109,1001467,975219,907484,899365,813924,944011
1135637,1062109,1001467,972171,907484,899365,813385,944011
1135324,1062109,1001467,972171,907484,899365,813385,944011
1135322,1062109,1001467,971427,906667,896942,813385,944011
1135322,1062109,1001467,969816,906667,896942,813385,944011
1135322,1062109,1001467,969816,906451,896942,813385,941985
1134641,1060361,1001467,968347,906451,895760,813192,941985
1134641,1060361,999331,968347,905505,894771,810175,941985
1134641,1060361,998988,968347,905505,894771,810175,941985
1134641,1060361,998988,967807,904125,894771,810175,941985
1134641,1060361,998988,967807,904125,894352,808139,940056
1134641,1060361,997139,967807,904125,893766,808139,940056
1134641,1060361,997139,967807,903092,893766,806836,940056
1134641,1060361,997139,967807,903092,893084,806392,940056
1134641,1060361,996565,967807,903058,892127,806392,939265
1134641,1060361,996565,967807,903058,892127,806392,939265
1134641,1060361,996565,967807,901375,892127,805770,936158
1134641,1060361,996565,967807,901038,892127,803944,936158
1134641,1060361,996565,967807,901038,891696,803944,936158
1132109,1056131,996565,967466,898350,890560,803311,936158
1126957,1056131,996565,967466,898350,890560,803311,936158
1126957,1052707,996565,967466,898350,890411,803311,936158
1126957,1052707,996565,967466,898350,889527,801525,929165
1121737,1052369,996565,967466,896122,889527,798177,925763
