Pop5_Original,Pop10_Original,Pop20_Original,Pop30_Original,Pop40_Original,
1227409,1109098,1225624,1340029,1308412,
1227409,1109098,1224954,1340029,1308412,
1227409,1109098,1224954,1340029,1306526,
1227409,1109098,1224954,1340029,1306526,
1227409,1109098,1224954,1340029,1306526,
1227409,1109098,1224729,1340029,1306526,
1227409,1109098,1224729,1340029,1306526,
1227409,1109098,1222373,1340029,1306526,
1227409,1109098,1222373,1340029,1306526,
1227409,1109098,1222373,1340029,1306526,
1211559,1109098,1222373,1340029,1306526,
1211559,1109098,1222373,1340029,1306526,
1211559,1109098,1222373,1340029,1306526,
1211559,1109098,1222373,1340029,1306526,
1211559,1109020,1222373,1336140,1306526,
1211559,1109020,1222373,1336140,1306526,
1211559,1109020,1222373,1336140,1306526,
1211559,1109020,1222373,1336140,1306526,
1211559,1109020,1222373,1336140,1306526,
1211559,1109020,1222373,1333826,1306526,
1211559,1109020,1222373,1333826,1306526,
1210887,1109020,1221890,1333646,1306526,
1210887,1109020,1221890,1333646,1306526,
1210887,1109020,1221890,1333646,1306526,
1210887,1109020,1221890,1330242,1306526,
1210887,1109020,1221890,1330242,1306526,
1210887,1109020,1221890,1330242,1306526,
1210104,1109020,1221890,1330242,1306526,
1206573,1109020,1221890,1330242,1306526,
1206573,1109020,1221890,1330242,1306526,
1206573,1109020,1221890,1330242,1306526,
1206573,1109020,1221890,1330242,1306526,
1206573,1109020,1221890,1330242,1306526,
1206573,1107398,1221890,1330242,1306526,
1206573,1106888,1221890,1330242,1306526,
1206044,1106888,1221890,1330242,1306526,
1206044,1106888,1221890,1325231,1306526,
1206044,1106888,1221890,1325231,1306526,
1206044,1106888,1221890,1325231,1306526,
1206044,1106888,1221890,1318700,1306491,
1206044,1106888,1221890,1318700,1306491,
1206044,1106888,1221890,1307775,1306491,
1206044,1100934,1221890,1307775,1306491,
1206044,1100934,1221890,1307775,1306491,
1206044,1100934,1221890,1307775,1305298,
1205426,1100934,1221890,1307775,1305298,
1205426,1100934,1221890,1300836,1305298,
1205426,1100934,1221890,1300836,1305298,
1205426,1100934,1221890,1300836,1305298,
1204570,1100934,1216669,1300836,1305298,
1204570,1100934,1215089,1300836,1305298,
1204570,1100934,1215089,1292368,1305298,
1204489,1100934,1215089,1292368,1305298,
1204489,1100934,1215089,1292368,1305298,
1201067,1100934,1215089,1285546,1305298,
1201067,1100934,1215089,1285546,1305298,
1201067,1100934,1214317,1285546,1305298,
1201067,1100934,1214317,1285546,1305298,
1201067,1100934,1214317,1285546,1305298,
1201067,1100934,1214317,1277245,1305298,
1201067,1098360,1214317,1277245,1305298,
1201067,1098360,1211879,1277245,1305298,
1201067,1098360,1211879,1277245,1305298,
1201067,1098360,1211879,1277245,1305298,
1200703,1089654,1211879,1277245,1305298,
1200703,1089654,1203395,1277245,1305298,
1200703,1089654,1203395,1277245,1305298,
1200703,1089654,1203395,1277245,1305298,
1200210,1089654,1203395,1277245,1305298,
1200210,1089654,1203395,1277245,1305298,
1200210,1089654,1203395,1277245,1305298,
1200210,1089654,1200329,1277245,1305298,
1200210,1089654,1200329,1277245,1305298,
1200210,1089654,1200329,1277245,1305298,
1200210,1089654,1200329,1277245,1305298,
1199477,1089654,1200329,1277245,1305298,
1199477,1089654,1200329,1277245,1305298,
1199477,1089654,1200329,1277245,1305298,
1199201,1089654,1200329,1277245,1305298,
1199201,1089654,1200329,1277245,1305298,
1199201,1089654,1200329,1277245,1305298,
1199201,1089620,1200329,1275573,1305298,
1199201,1089620,1200329,1274907,1305298,
1198376,1089516,1200329,1274907,1305298,
1195908,1089516,1200329,1269641,1305050,
1194995,1089516,1200329,1269641,1305050,
1194995,1089516,1200329,1267238,1305050,
1194995,1089126,1200329,1267238,1305050,
1194995,1089126,1200329,1267238,1305050,
1194995,1089126,1198334,1267238,1305050,
1194995,1089126,1198334,1267238,1305050,
1194995,1089126,1198334,1267238,1305050,
1194995,1089126,1198334,1267238,1305050,
1194995,1089126,1198334,1267238,1305050,
1194995,1086154,1198334,1267238,1305050,
1194995,1086154,1198334,1267238,1305050,
1194995,1086154,1198334,1267238,1305050,
1194995,1086154,1198334,1267238,1305050,
1194995,1084387,1198334,1267238,1305050,
1194995,1083549,1198334,1267238,1305050,
1194995,1083549,1198334,1267238,1305050,
1194995,1081746,1198334,1267238,1305050,
1194995,1081746,1198334,1267238,1304442,
1194995,1081746,1198334,1267238,1304442,
1191155,1081746,1198334,1267238,1304442,
1191155,1081746,1198334,1267238,1303572,
1191155,1081746,1198334,1265122,1303572,
1191155,1069548,1198334,1265122,1303572,
1186567,1069548,1198334,1265122,1303572,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1302874,
1186567,1069548,1198334,1265122,1299491,
1186567,1069548,1198334,1265122,1299491,
1186567,1069548,1198334,1265122,1299491,
1186567,1069548,1198334,1265122,1295867,
1186567,1069548,1198334,1265122,1295867,
1177147,1069548,1198334,1265122,1295867,
1177147,1069548,1198334,1265122,1295867,
1176815,1069548,1198334,1265122,1295867,
1176815,1069548,1198334,1265122,1295867,
1176815,1069548,1198334,1265122,1295867,
1176815,1069548,1197942,1265122,1295867,
1176815,1069548,1197942,1265122,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1197942,1255831,1295867,
1176815,1069548,1196192,1255831,1295867,
1176815,1069548,1196192,1255831,1295867,
1174032,1069548,1196192,1255831,1295867,
1174032,1063545,1196192,1255831,1295867,
1174032,1063545,1196192,1255831,1295867,
1174032,1063545,1196192,1250613,1295867,
1174032,1063545,1196192,1250613,1295867,
1174032,1063545,1196192,1250613,1295867,
1174032,1063545,1196192,1250613,1295867,
1173730,1063545,1196192,1250613,1295867,
1173730,1063545,1196192,1250613,1295867,
1173730,1063545,1196192,1250613,1295867,
1173730,1063545,1196192,1250613,1295867,
1173730,1063545,1196192,1250613,1295867,
1173730,1063545,1196192,1250613,1295867,
1173730,1053167,1196192,1250613,1295867,
1172279,1053167,1196192,1250613,1295867,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1291915,
1172279,1053167,1196192,1250613,1290884,
1172279,1053167,1196192,1250613,1290884,
1172279,1053167,1196192,1250613,1290884,
1172279,1053167,1196192,1250613,1290884,
1172279,1053167,1196192,1250613,1290884,
1164361,1050969,1196192,1250613,1290884,
1161588,1050969,1196192,1250613,1290884,
1161588,1048883,1196192,1250613,1290884,
1161588,1048404,1196192,1250613,1290884,
1161588,1048404,1196192,1250613,1290884,
1161588,1048404,1196120,1250613,1290884,
1161588,1048404,1196120,1250613,1290884,
1161588,1048404,1196120,1250613,1278812,
1161588,1048404,1196120,1250613,1278235,
1161588,1048404,1196120,1250613,1278235,
1161588,1048404,1196120,1250613,1278235,
1161588,1048404,1196120,1250613,1278235,
1161588,1048404,1196120,1250613,1278235,
1161588,1048404,1196120,1250125,1278235,
1161588,1048404,1196120,1250125,1278235,
1161588,1048404,1196120,1250125,1278235,
1161588,1048404,1196120,1250125,1278235,
1161588,1048404,1196120,1250125,1278235,
1161588,1048404,1196120,1250125,1278235,
1160431,1048404,1196120,1250125,1278235,
1160431,1048404,1196120,1250125,1272313,
1160431,1048404,1196120,1250125,1272313,
1160431,1048404,1196120,1250125,1272313,
1160431,1048404,1196120,1250125,1272313,
1160431,1048404,1196120,1247954,1272313,
1160431,1048404,1196120,1247466,1272313,
1160431,1048404,1196120,1247466,1272313,
1160431,1048404,1196120,1247466,1272313,
1160431,1048404,1196120,1247466,1272313,
1160431,1047986,1196120,1247466,1272313,
1160431,1047986,1196120,1243881,1272313,
1160431,1047986,1196120,1243881,1272313,
1160431,1047986,1184507,1243881,1271535,
1160431,1047986,1184507,1243881,1271535,
1160431,1047986,1184507,1243881,1271535,
1155703,1047986,1184507,1243881,1271535,
1155703,1047751,1184507,1243881,1271535,
1155703,1044614,1184507,1243881,1271535,
1155703,1044614,1184507,1243881,1271535,
1155703,1044614,1184507,1243881,1271535,
1155703,1044614,1184507,1242113,1271535,
1155703,1044379,1184507,1242113,1271535,
1155703,1044379,1181849,1242113,1271535,
1155703,1044379,1181849,1242113,1271535,
1155703,1044379,1181849,1242113,1271535,
1155703,1044379,1181849,1242113,1271535,
1155703,1044379,1181849,1242113,1271535,
1155703,1044379,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1044279,1181849,1242113,1271535,
1155703,1042964,1181849,1242113,1271535,
1155703,1042964,1181849,1242113,1271535,
1155703,1042964,1181849,1241232,1271535,
1155041,1042964,1181849,1241232,1271535,
1155041,1042964,1181849,1241232,1271535,
1155041,1042964,1181849,1241232,1271535,
1155041,1042964,1181849,1241232,1271535,
1155041,1042964,1181849,1241232,1271535,
1155041,1042964,1181849,1241232,1271535,
1155041,1035902,1181849,1241232,1271535,
1155041,1035902,1181849,1241232,1271535,
1155041,1035902,1181849,1241232,1271535,
1155041,1035902,1181849,1241232,1271535,
1155041,1035902,1181849,1241232,1271535,
1155041,1035902,1181700,1241232,1271535,
1155041,1035902,1181700,1241232,1271535,
1152292,1035902,1181700,1240244,1271535,
1152292,1035902,1177127,1240244,1271535,
1152292,1035902,1175831,1240244,1271535,
1152292,1035902,1175831,1240244,1271535,
1152292,1035902,1175831,1240244,1271535,
1152292,1031693,1175831,1240244,1271535,
1152292,1028460,1175831,1240244,1271535,
1152292,1028460,1175831,1240244,1271535,
1152292,1026691,1175831,1240244,1271535,
1152292,1026691,1175831,1240244,1271535,
1152292,1026691,1175831,1240244,1271535,
1152292,1026691,1175831,1240244,1271535,
1152292,1026691,1175831,1238453,1271535,
1152292,1026399,1175831,1236644,1271535,
1152292,1026399,1175831,1236644,1271535,
1152292,1026399,1175831,1236226,1271535,
1152292,1026399,1175831,1236226,1271535,
1152292,1026399,1175831,1236226,1271535,
1152292,1026399,1175831,1236226,1271535,
1152292,1026399,1175831,1236226,1271535,
1152292,1026399,1175831,1236226,1271535,
1151971,1026399,1169610,1236226,1271535,
1151971,1026399,1169610,1236226,1271535,
1151971,1026399,1169610,1236226,1271535,
1151971,1026399,1169610,1230121,1271535,
1151971,1023602,1169610,1230121,1271535,
1151971,1023602,1169507,1230121,1271535,
1151971,1023602,1169507,1226529,1271535,
1151971,1023602,1169507,1226529,1271535,
1151971,1023461,1169507,1226529,1271535,
1151971,1023461,1169507,1226529,1271535,
1151971,1020939,1169507,1226529,1271535,
1151971,1020939,1169507,1226529,1271535,
1151971,1020939,1169507,1226529,1271535,
1151971,1020939,1169507,1226529,1271535,
1151971,1020939,1169507,1226529,1271535,
1146763,1020939,1169507,1226529,1271535,
1146763,1013223,1169507,1226529,1271535,
1146763,1013223,1169507,1226529,1267108,
1146763,1013223,1169507,1226529,1267108,
1146763,1013223,1169507,1226529,1267108,
1146763,1013223,1169507,1226529,1267108,
1146763,1013223,1169507,1226529,1267108,
1146763,1013068,1169507,1226529,1267108,
1146763,1013068,1169507,1226529,1267108,
1146763,1013068,1169507,1215749,1267108,
1146763,1013068,1169507,1215749,1266681,
1146763,1013068,1169507,1215749,1266681,
1146763,1013068,1169507,1215749,1266681,
1143665,1013068,1167236,1215749,1266623,
1143665,1008037,1167236,1215749,1266623,
1143665,1008037,1167236,1215749,1266623,
1143665,1003688,1167236,1215749,1266623,
1143665,1003688,1167236,1215749,1266196,
1143665,1003688,1167236,1215749,1266196,
1143665,1003688,1167236,1215749,1266196,
1143665,1003688,1167236,1215749,1266196,
1143665,1003688,1167236,1215749,1266196,
1143665,1003688,1167236,1215749,1266196,
1143665,1001147,1167236,1215749,1266196,
1143665,1001147,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1143665,997622,1167236,1214597,1266196,
1142745,997622,1167236,1214597,1266196,
1142745,997622,1167236,1214597,1266196,
1142745,997622,1167236,1214597,1266196,
1142745,997622,1167236,1214597,1266196,
1142745,997622,1167236,1214597,1266196,
1142745,997622,1167236,1214597,1266196,
1142692,997622,1167236,1214597,1266196,
1142692,997622,1167236,1214597,1266196,
1142692,997622,1167236,1213421,1266196,
1142692,997622,1167236,1213421,1266196,
1142692,997622,1167236,1207034,1266196,
1142692,997622,1167236,1207034,1266196,
1142692,997622,1167236,1207034,1266196,
1142692,997622,1167236,1207034,1266196,
1142692,997622,1167236,1207034,1266196,
1142692,997622,1166991,1207034,1266196,
1142028,997622,1166991,1207034,1266196,
1142028,997622,1166991,1207034,1266196,
1142028,997622,1166991,1207034,1266196,
1142028,997622,1162963,1207034,1266196,
1142028,997622,1162963,1207034,1266196,
1142028,997622,1162963,1207034,1266196,
1142028,997622,1162963,1207034,1265032,
1142028,997622,1162963,1207034,1265032,
1142028,997622,1162963,1207034,1265032,
1142028,997622,1162963,1194675,1265032,
1142028,997622,1162963,1194675,1265032,
1142028,997622,1157528,1194675,1263728,
1142028,997622,1156100,1194675,1263728,
1142028,997622,1156100,1194675,1263728,
1140286,997622,1156100,1194675,1263459,
1140286,997622,1156100,1194675,1263459,
1140286,997622,1156100,1194675,1263459,
1140286,997622,1154131,1194675,1263459,
1140286,997622,1154131,1194675,1261700,
1140286,997622,1154131,1194675,1261700,
1140286,997622,1154131,1194675,1261700,
1140286,997622,1154131,1194675,1261700,
1138742,997622,1154131,1194675,1261700,
1138742,997622,1153128,1194675,1261700,
1138742,997622,1153128,1194675,1261700,
1138742,997622,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,997093,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1145512,1194675,1261700,
1138514,996878,1143985,1194675,1261700,
1138514,996878,1143296,1194675,1261700,
1138514,995902,1143296,1194675,1261700,
1138514,995902,1143296,1194675,1261700,
1138514,995902,1141556,1194675,1261700,
1138514,995902,1141556,1194675,1261700,
1138483,995505,1141556,1194675,1261700,
1138483,995505,1141556,1194675,1261700,
1138483,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1141556,1194675,1261700,
1135317,995505,1140834,1194675,1261700,
1135317,995505,1140834,1194675,1261700,
1135317,995505,1140834,1194675,1261700,
1135317,995505,1138477,1194675,1261700,
1135317,995505,1138477,1194675,1261700,
1135317,995505,1138477,1194675,1261700,
1135317,995505,1138477,1194675,1261700,
1135317,995505,1138477,1194180,1261700,
1135317,995505,1138477,1194180,1261700,
1135317,995505,1138477,1194180,1261700,
1135317,995505,1138477,1194180,1261700,
1135317,995505,1138477,1194180,1261700,
1135317,995505,1138477,1194180,1261700,
1135317,995505,1138477,1194180,1261700,
1135317,995505,1137348,1194180,1261700,
1135317,995505,1137348,1194180,1261700,
1135317,995505,1137348,1194180,1261700,
1135317,995505,1137348,1194180,1261700,
1135317,995505,1137348,1194180,1261700,
1135317,995505,1137348,1194180,1260350,
1135317,995505,1137348,1194180,1260350,
1135317,995505,1137348,1194180,1260350,
1135317,995505,1135921,1194180,1260350,
1135317,995505,1135921,1193523,1260350,
1135317,995505,1133813,1193523,1260350,
1135317,995505,1133813,1193523,1260350,
1135317,995505,1133813,1193523,1260350,
1135317,995505,1133813,1193523,1260350,
1135317,992954,1133813,1193523,1260350,
1135317,992954,1133813,1193523,1260350,
1135317,992954,1129499,1193523,1260350,
1135317,992954,1129499,1193523,1260350,
1135317,992954,1129499,1193523,1260350,
1135317,988487,1129499,1193523,1260350,
1135317,988487,1129499,1193523,1260350,
1135317,988487,1129499,1193523,1260350,
1135317,988487,1129499,1193523,1260350,
1135317,988487,1129499,1193523,1260350,
1134714,987461,1129499,1193523,1260350,
1133934,987461,1129499,1193504,1260350,
1133934,987461,1129499,1193504,1260350,
1133934,987461,1129499,1191922,1260350,
1133934,985237,1129499,1191922,1260350,
1133934,985237,1129499,1191922,1260350,
1133934,985237,1129499,1191922,1260350,
1133934,985237,1129499,1191922,1260350,
1133934,985237,1129499,1191922,1260350,
1133934,985237,1129499,1191922,1260350,
1133934,985237,1129499,1191922,1260350,
1133934,983427,1129499,1191922,1260350,
1133934,983427,1129499,1191922,1260350,
1133934,983427,1129499,1191922,1260350,
1133934,983427,1129499,1191922,1260350,
1132366,983427,1129499,1191922,1260350,
1132366,983427,1129499,1191922,1260350,
1132366,983427,1129499,1191922,1260350,
1132366,983427,1127738,1188237,1259453,
1132366,983427,1127738,1188237,1259453,
1132366,983427,1127738,1188237,1259453,
1130812,983427,1127738,1188237,1259453,
1130812,983427,1127738,1188237,1259453,
1129777,983427,1127738,1188237,1259453,
1124465,983427,1127738,1188237,1258646,
1124465,983427,1127738,1188237,1258646,
1124465,983427,1127738,1188237,1258646,
1123056,983427,1127738,1188237,1258646,
1123056,983427,1125348,1188237,1258646,
1123056,983427,1125348,1188237,1258646,
1123056,983427,1125348,1188237,1258646,
1123056,983427,1125348,1188237,1258646,
1123056,983427,1125348,1188237,1258646,
1123056,983427,1125348,1188237,1258646,
1123056,983427,1125348,1188237,1258646,
1118112,983427,1125348,1188237,1258646,
1118112,983427,1125348,1188237,1258646,
1118112,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1258646,
1113888,983427,1125348,1188237,1257040,
1113888,983427,1125348,1188237,1257040,
1113888,983427,1124255,1188237,1257040,
1113888,983427,1124255,1188237,1257040,
1113888,983427,1124255,1188237,1257040,
1113888,983427,1123399,1188237,1257040,
1113888,983427,1123399,1188237,1257040,
1113888,983427,1123399,1188237,1257040,
1113888,983427,1123399,1188237,1257040,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1123399,1188237,1244119,
1113888,983427,1121919,1176475,1244119,
1113888,983427,1121919,1176475,1244119,
1113888,983427,1121919,1176475,1244119,
1113888,983427,1121919,1176475,1244119,
1113888,983427,1121919,1171260,1244119,
1113888,983427,1121919,1171260,1244119,
1111968,983427,1121919,1171260,1244119,
1109712,983427,1121919,1171260,1244119,
1109712,983427,1121919,1171260,1244119,
1106527,983427,1121919,1171260,1244119,
1106527,983427,1121919,1171260,1240593,
1106527,983427,1119738,1171260,1240593,
1106527,983427,1119738,1171260,1240593,
1106527,983427,1119738,1171260,1240593,
1106527,983427,1119738,1171260,1240593,
1106527,983427,1119738,1169154,1240593,
1106527,983427,1119738,1169154,1240593,
1106527,983427,1117003,1169154,1240593,
1106527,983427,1117003,1169154,1240593,
1106527,983427,1117003,1169154,1240593,
1106527,980789,1117003,1169154,1240593,
1106527,980789,1117003,1169154,1240593,
1106527,980789,1117003,1160059,1240593,
1106527,980789,1117003,1160059,1240593,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,980789,1117003,1160059,1228221,
1106527,979700,1117003,1159223,1228221,
1106527,979700,1117003,1159223,1228221,
1106527,979700,1117003,1159223,1228221,
1106527,979700,1117003,1159223,1228221,
1106527,979700,1117003,1159223,1228221,
1106527,979700,1117003,1159223,1228221,
1106527,973946,1117003,1159223,1228221,
1106527,973946,1117003,1159223,1228221,
1106527,973946,1117003,1159223,1228221,
1106527,973946,1117003,1159223,1226711,
1106527,973946,1117003,1159223,1226711,
1106527,973946,1117003,1159223,1226711,
1104805,973946,1117003,1159223,1226711,
1104805,973946,1117003,1159223,1226711,
1104805,973946,1117003,1151305,1226711,
1104805,973946,1117003,1151305,1226711,
1104805,973946,1117003,1151305,1226711,
1104805,973946,1115540,1151305,1226711,
1104805,973946,1115540,1151305,1226711,
1104805,973946,1115540,1151305,1226711,
1104805,973946,1115540,1151305,1226711,
1104805,973946,1115540,1151305,1226711,
1104805,973946,1110140,1151305,1226711,
1104805,973946,1110140,1151305,1226711,
1104805,973946,1110140,1151305,1226711,
1104805,973946,1110140,1151305,1226711,
1104805,973946,1110140,1151305,1226711,
1104805,973946,1110140,1151305,1226711,
1104805,973301,1110140,1151305,1226711,
1104805,973301,1110140,1151305,1226711,
1104805,973301,1110140,1151305,1226711,
1104805,973301,1110084,1151305,1226711,
1104805,973301,1110084,1151305,1226711,
1104805,973301,1110084,1151305,1226711,
1104805,973301,1110084,1151305,1224503,
1104805,973301,1110084,1151305,1224503,
1104805,972976,1110084,1151305,1224503,
1104805,972976,1110084,1151305,1224503,
1104805,972976,1110084,1151305,1224503,
1103147,972976,1110084,1151305,1224503,
1103147,972976,1110084,1151305,1224503,
1103147,972976,1110084,1151305,1221081,
1103147,972976,1110084,1151305,1221081,
1103147,972976,1110084,1151305,1221081,
1103147,971669,1110084,1151305,1221081,
1103147,971669,1110084,1151305,1221081,
1103147,971669,1110084,1151305,1221081,
1103147,971669,1103599,1151305,1221081,
1103147,971669,1103599,1151305,1221081,
1103147,971669,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1103599,1151305,1221081,
1103147,961375,1100672,1151305,1221081,
1103147,961375,1100672,1151305,1221081,
1103147,961375,1100672,1151305,1221081,
1103147,961375,1100672,1151305,1221081,
1103147,961375,1100672,1151305,1221081,
1102253,961375,1100672,1151305,1221081,
1102253,961375,1100672,1151305,1221081,
1102253,961375,1100672,1151305,1221081,
1102253,961375,1100672,1151305,1221081,
1102253,961375,1100672,1151305,1221081,
1102253,961375,1100111,1151305,1221081,
1102253,961375,1100111,1151305,1221081,
1102253,961375,1100111,1151305,1221081,
1102253,961375,1100111,1151305,1221081,
1102253,961375,1100111,1151305,1221081,
1102253,961375,1100111,1151305,1221081,
1102253,961254,1100111,1151305,1221081,
1102253,957557,1095120,1148364,1221081,
1102253,957557,1095120,1148364,1218547,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1102253,957557,1095120,1148364,1210889,
1101739,957557,1095120,1148364,1210889,
1101739,957557,1095120,1147487,1210889,
1101739,957557,1095120,1147487,1210889,
1101739,957557,1095120,1147487,1210889,
1101739,957557,1095120,1147487,1210889,
1101739,957557,1095120,1147487,1210889,
1101739,957557,1095120,1147487,1210889,
1101739,957557,1094807,1147487,1210889,
1101739,957557,1094807,1147487,1210889,
1101739,957557,1094807,1147487,1210889,
1101152,957557,1094807,1147487,1210889,
1101152,957557,1094807,1147487,1210889,
1101152,957557,1094807,1147487,1210889,
1100935,957557,1094807,1147487,1210889,
1100935,957557,1094807,1147487,1210578,
1098160,957040,1094807,1147487,1210578,
1098160,957040,1094807,1147487,1210578,
1095553,957040,1094807,1147487,1210578,
1095553,957040,1094807,1147487,1210578,
1095553,957040,1094807,1147487,1210578,
1095553,957040,1094807,1147487,1210578,
1095553,957040,1094807,1147487,1210578,
1095553,957040,1094807,1147487,1210578,
1095553,957040,1094807,1147487,1210578,
1095553,951252,1094807,1147487,1210578,
1095553,951252,1094807,1147487,1210578,
1090880,951252,1094807,1147487,1210578,
1090880,951252,1094807,1147487,1210578,
1090880,951252,1094807,1147487,1210578,
1090880,951252,1094807,1147487,1210578,
1090880,951252,1094807,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,951252,1094770,1147487,1210578,
1090880,950500,1094770,1147487,1210578,
1090880,950500,1094770,1147487,1210578,
1090880,950500,1089642,1147487,1210578,
1090880,950500,1089642,1145035,1210578,
1090880,950500,1089642,1145035,1210578,
1090880,950500,1080360,1145035,1210578,
1090880,950500,1080360,1138534,1210578,
